marca,equipo,item,descripcion,nro_parte,cod_comercial,observacion,unidad,stock,ubicacion
FAMBITION,FT15,33,BUJE (1),2202203111,,,UND,4,C
FAMBITION,FT15,34,BOMBA DE ACEITE DE TRANSMISIÓN,1205302001,,,UND,1,B
FAMBITION,FT15,35,ELEMENTO FILTRANTE DE ACEITE HIDRÁULICO,1205002561,,,UND,3,
FAMBITION,FT15,36,MOTOR DE ARRANQUE / ARRANCADOR,1325110091,,,UND,1,C
FAMBITION,FT15,37,TURBO COMPRESOR,1325110081,,,UND,2,B
FAMBITION,FT15,38,ELEMENTO FILTRANTE DE COMBUSTIBLE ,1615402011,2040TM-OR,,UND,8,A
FAMBITION,FT15,39,ELEMENTO FILTRANTE SEPARADOR DE AGUAC DE OMBUSTIBLE,1418402011,21538975,,UND,8,A
FAMBITION,FT15,40,PASADOR ,2203111061,,,UND,1,C
FAMBITION,FT20,1,ELEMENTO FILTRANTE DE AIRE DE RETORNO NO TEJIDO,1420611221,,,UND,1,A
FAMBITION,FT20,2,FILTRO,,P161365,,UND,1,
FAMBITION,FT20,3,FILTRO SEPARADOR DE AGUA/COMBUSTIBLE,1615403011,,,UND,8,B
FAMBITION,FT20,4, ELEMENTO FILTRANTE DE COMBUSTIBLE (PREFILTRO),1615402011,24360739,,UND,8,B
FAMBITION,FT20,5, ELEMENTO FILTRANTE DE COMBUSTIBLE (FILTRO FINO),1615403021,,,UND,10,B
FAMBITION,FT20,6,ELEMENTO FILTRANTE DE DERIVACIÓN DE ACEITE DEL MOTOR,2606120021,,,UND,8,B
FAMBITION,FT20,7,ELEMENTO FILTRANTE DE ACEITE HIDRÁULICO,1205002561,,,UND,0,
FAMBITION,FT20,8,ELEMENTO FILTRANTE DE ACEITE DE TRANSMISIÓN,1607027011,P766811,,UND,3,B
FAMBITION,FT20,9,ELEMENTO FILTRANTE DE RETORNO DE AIRE (TELA NO TEJIDA),2415531111,,,UND,0,
FAMBITION,FT20,10, ELEMENTO FILTRANTE DE PAPEL PARA AIRE FRESCO,2311510061,,,UND,2,
FAMBITION,FT20,11,FILTRO ADMISION PRIMARIO,1434210011,AFD621983,,UND,3,
FAMBITION,FT20,12,FILTRO ADMISION PRIMARIO,1434210011,P621983,,UND,6,D
FAMBITION,FT20,13,FILTRO ADMISION SECUNDARIO,1434210021,AFD621984,,UND,3,C
FAMBITION,FT20,14,FILTRO PRINCIPAL DE ACEITE DE MOTOR,2606120011,,,UND,8,B
FAMBITION,FT20,15, KIT DE REPARACIÓN DEL CILINDRO DE ELEVACIÓN,2405211504,,,UND,3,A
FAMBITION,FT20,16, KIT DE REPARACIÓN DEL CILINDRO DE DIRECCIÓN,2405111504,,,UND,3,A
FAMBITION,FT20,17,DIPSTICK,1434110441,,,UND,1,A
FAMBITION,FT20,18,FAJA DE VENTILADOR MOTOR ,1434110021,,,UND,3,D
FAMBITION,FT20,19,CORREA DE AIRE ACONDICIONADO /CORREA ALTERNADOR,1434110011,,,UND,3,D
FAMBITION,FT20,20,DRIVE PLATE ,1607024001,,POR VERIFICAR CAJA CERRADA,UND,1,D
FAMBITION,FT20,21,SPRING WASHER,320100001,,POR VERIFICAR CAJA CERRADA,UND,8,D
FAMBITION,FT20,22,BOLT ,123101101,,POR VERIFICAR CAJA CERRADA,UND,8,D
FAMBITION,FT20,23, RESPIRADOR,2405010011,,,UND,2,C
FAMBITION,FT20,24, CASQUILLO DE BRONCE,2403119072,,,UND,2,C
FAMBITION,FT20,25, ESPEJO RETROVISOR,2402600011,,,UND,1,A
FAMBITION,FT20,26, ESPEJO RETROVISOR,2404400031,,,UND,1,A
FAMBITION,FT20,27, JUNTA UNIVERSAL DEL EJE DE TRANSMISIÓN PRINCIPAL,1407020031,,,UND,1,C
FAMBITION,FT20,28,CRUCETA,1407080011,,,UND,2,A
FAMBITION,FT20,29, LUZ DEL VEHÍCULO,980784041,,,UND,4,C
FAMBITION,FT20,30, ZUMBADOR DE MARCHA ATRÁS,980791011,,,UND,1,C
FAMBITION,FT20,31,BOCINA,980790011,,,UND,1,C
FAMBITION,FT20,32,CARTUCHO FUSIBLE,980501003,,,UND,3,
FAMBITION,FT20,33, INTERRUPTOR DE FINAL DE CARRERA,980872001,,,UND,1,C
FAMBITION,FT20,34, DISYUNTOR,980560031,,,UND,1,C
FAMBITION,FT20,35,DISYUNTOR,980559001,,,UND,1,C
FAMBITION,FT20,36,DISYUNTOR,980560021,,,UND,1,C
FAMBITION,FT20,37,RELÉ,980741001,,,UND,2,C
FAMBITION,FT20,38,RELÉ,980768001,,,UND,1,C
FAMBITION,FT20,39,RELÉ,980743001,,,UND,1,C
FAMBITION,FT20,40,FUSIBLE,980713001,,,UND,2,
FAMBITION,FT20,41,FUSIBLE,980709001,,,UND,2,
FAMBITION,FT20,42,FUSE HOLDER ,980710001,,,UND,2,
FAMBITION,FT20,43,RADIATOR FAN GUARD COVER,2431611041,,,UND,0,
FAMBITION,FT20,44,FAN BLADE- VENTILADOR DE ENFRIADOR HIDRAULICO,2431611031,,,UND,1,D
FAMBITION,FT20,45,CERRADURA DE PANEL,1603323001,,,UND,6,C
FAMBITION,FT20,46,CONJUNTO DE VALVULAS SOLENOIDES,2405307101,,,UND,1,A
,ROBOT CH14,1,FILTRO DE RETORNO DE CARTUCHO,23 103A,,,UND,1,A
,ROBOT CH14,2,TAPÓN PARA BROCAL Ø80 - NEGRO,06.13.00007,06.13.00007,,UND,2,A
,ROBOT CH14,3,FILTRO AIRE DE MOTOR CAT C4.4,23-00107,,,UND,1,A
,ROBOT CH14,4,PREFILTRO AIRE CAT C4.4,23-00108,,,UND,1,A
,ROBOT CH14,5,FILTRO ACEITE MOTOR CAT C4.4,23-00111,,,UND,2,A
,ROBOT CH14,6,MOTOR DEUTZ BF4M2012C,,,,UND,1,A
,ROBOT CH14,7,FILTRO DE ACEITE CONVERTIDOR ,23 00159,,,UND,1,A
,ROBOT CH14,8,PREFILTRO SEPARADOR DE AGUA Y COMBUSTIBLE,23-00110,,,UND,1,A
,ROBOT CH14,9,FILTRO DE COMBUSTIBLE,23-00109,,,UND,2,A
,OCMER,1,DISCO DE CAUCHO INFERIOR,046 04 17 ,,,UND,8,PISO
,OCMER,2,DISCO DE CAUCHO INFERIOR,049 05 01,,,UND,5,PISO 
,OCMER,3,DISCO DE CAUCHO INFERIOR ,036 04 05,,,UND,0,
,OCMER,4,DISCO DE CAUCHO SUPERIOR ,046 04 13,,,UND,16,PISO
,OCMER,5,DISCO DE CAUCHO SUPERIOR ,049 05 07,,,UND,13,PISO
,OCMER,6,DISCO DE CAUCHO SUPERIOR ,036 04 01 ,,,UND,0,
,OCMER,7,DISCO METALICO,046 04 01,,,UND,1,
,OCMER,8,DISCO METALICO,036 04 02 ,,,UND,2,
,OCMER,9,DISCO DE CAUCHO SUPERIOR ,OCMER 036 04 01,,ALTERNATIVO,UND,0,
,OCMER,10,DISCO DE CAUCHO INFERIROR ,0CMER 046,,ALTERNATIVO,UND,13,PISO
,OCMER,11,DISCO DE CUCHO SUPERIOR ,OCMER 046,,ALTERNATIVO,UND,4,PISO
,OCMER,12,MANGUERA DE AIRE COMPRIMIDO,036 02 03,,,UND,1,
,OCMER,13,MANGUERA ODP-012 ORIGINAL PCM,012 01 11,,,UND,27,TECHO
,OCMER,14,MANGUERA ODP-018 ORIGINAL PCM,018 01 11,,,UND,17,TCHO
,OCMER,15,MANGUERA ODP 12 ,OCMER 036,,ALTERNATIVO,UND,11,TECHO
,OCMER,16,MANGUERA ODP 18,OCMER 046,,ALTERNATIVO,UND,3,TECHO
,OCMER,17,KIT DE MANGUERA DE GLICERINA ( 4PSC),KIT-GLI-036/046,,,UND,25,B
,OCMER,18,KIT DE MANGUERAS FLEX 30PZ,,,,UND,0,
,OCMER,19,KIT DE MANGUERA HIDRAULICA (8Pcs),KIT-HYD-036,,,UND,3,B
,OCMER,20,KIT DE MANGUERA HIDRAULICA (8Pcs),KIT-HYD-046,,,UND,1,B
,OCMER,21,SISTEMA DE PROYECCION 60x80MM,OCM-SIST-60,,,UND,0,
,OCMER,22,SISTEMA DE PROYECCION  65X85 MM,,,,UND,0,
,OCMER,23,MANGUERA DE 60MMx80MM  20mts ,036 08 22 ,,,UND,1,
,OCMER,24,MANGUERA DE 65MMx85MM  20mts ,049 10 22,,,UND,7,
,OCMER,25,CABEZAL PARA MANGUERA CONECCION TUBERIA  ,046 09 47/ 049 1017,,,UND,10,
,OCMER,26,TERMINAL BRIDADO 65X85 MM,049 10 28,,,UND,20,
,OCMER,27,TERMINAL BRIDADO 60X80 MM,036 08 28 ,,,UND,45,
,OCMER,28,MANGA DE TUBERIA 60MM,036 08 16,,,UND,4,
,OCMER,29,PITONERA COMPLETA DOBLE ENTRADA 60MM,036 08 42,,,UND,0,
,OCMER,30,PUNTERA 60 MM,036 08 02,,,UND,28,TECHO
,OCMER,31,PUNTERA 60 MM,046 09 02,,,UND,13,
,OCMER,32,PUNTERA 60 MM,036 04 18,,,UND,13,
,OCMER,33,CUERPO PITONERA 40MM,036 08 34,,,UND,0,
,OCMER,34,TOBERAS  ( PUNTERA) ,,,MODIFICADA EL DIAMETRO PARA UN PROYECTO EN ESPECIAL ,UND,2,
,OCMER,35,"ACOPLE RAPIDO 3"" ",036 08 38 ,,,UND,32,PISO
,OCMER,36,"ACOPLE RAPIDO 4""",046 09 38,,,UND,7,PISO
,OCMER,37,"JUNTA DE 3""",036 08 40 ,,,UND,39,F
,OCMER,38,"JUNTA DE 4""",046 09 39,,,UND,12,F
,OCMER,39,INSERTO CONICO 60 MM,036 04 15 ,,,UND,49,F
,OCMER,40,INSERTO DE GOMA CODO DESCARGA ,046 04 19 ,,,UND,19,I
,OCMER,41,INSERTO DE GOMA CODO DESCARGA ,036 04 11,,,UND,36,E
,OCMER,42,INSERTO DE GOMA CONICO ,046 04 24 ,,,UND,25,F
,OCMER,43,INSERTO DE GOMA DESCARGA AIRE,046 03 23,,,UND,22,F
,OCMER,44,INSERTO DESFOGUE DE AIRE ,036 04 09,,,UND,23,E
,OCMER,45,CODO FIERRO DESCARGA DE AIRE  METAL,036 03 05,,,UND,4,
,OCMER,46,CODO FIERRO DE DESCARGA,036 04 12,,,UND,1,
,OCMER,47,CODO DE FIERRO CONICO,,,,UND,1,
,OCMER,48,CLAMP DL 012,012 01 07,,,UND,46,G
,OCMER,49,CLAMP DL 018,018 01 12,,,UND,10,G
,OCMER,50,VIBRADOR,036 03 16 ,,,UND,4,B
,OCMER,51,VIBROSTOP ,036 03 35,,,UND,45,A
,OCMER,52,TORNILO  EN T,036 02 02,,,UND,6,
,OCMER,53,DISPLAY - LT/H DOSIFICADOR,,,,UND,3,B
,OCMER,54,DISPLAY - RPM DE ROTOR,,,,UND,3,B
,OCMER,55,DISTRIBUIDOR,036 05 09,,,UND,8,C
,OCMER,56,PLC 036,,,,UND,2,B
,OCMER,57,SOSTENEDOR DE SOPORTE,036 02 27,,,UND,6,G
,OCMER,58,CUBIERTA,036 03 39,,,UND,6,B
,OCMER,59,VALVULA REDUCTOR DE PRESION,036 05 20,,,UND,1,B
,OCMER,60,KIT DE RODAMIENTO PARA CAJA REDUCTORA ,,,,UND,1,B
,OCMER,61,SOPORTE,036 02 04,,,UND,5,C
,OCMER,62,PIÑON DE MOTOR ELECTRICO ,036 01 40,,,UND,1,B
,OCMER,63,PROTECTING GOVER ,036 06 10,,,UND,80,A
,OCMER,64,ORING PARA BRIDA ,,,,UND,3,B
,OCMER,65,CABEZAL ENGRASADORA,OCM-036,,,UND,1,
,OCMER,66,PORTA GOMA DE BOMBA PERISTALTICA,012 01 08,,,UND,2,B
,OCMER,67,VISOR DE CAJA REDUCTORA,036 01 44,,,UND,2,B
,OCMER,68,CERRADURA TABLERO OCMER ,,,,UND,12,
,OCMER,69,LLAVES PARA LA CERRADURA TABLERO OCMER ,,,,UND,11,
,OCMER,70,DELASCO PUMP DL 018 COMPLETO,018 01 02,,,UND,2,
,OCMER,71,BRIDA MOTOR,1922835113,,,UND,2,C
,OCMER,72,MOTOR + INVERTER 1.5Kw - ESV20,,,,UND,1,
,OCMER,73,MOTOR + INVERTER 7.5Kw - ESV100,,,,UND,1,
,OCMER,74,VARIADOR DE FRECUENCIA C/MOTOR 0.75 Kw,,,,UND,2,
,OCMER,75,"MOTOR DE 0,37 KW",036 05 17,,,UND,3,C
,OCMER,76,VARIADOR DE FRECUENCIA C/MOTOR 4 Kw,,,,UND,0,
,OCMER,77,BOMBA LUBRICACION DE GLICERINA COMPLETE,036 07 30,,,UND,0,
,OCMER,78,UNIDAD DE GIRO ,96002014,,,UND,1,PISO
,OCMER,79,UNIDAD HYD COMPLETA-OCM 036,,,,UND,4,D
,OCMER,80,OCM 036 PLACA (036 26 06),,,,UND,1,
,OCMER,81,TAPA DE CUBIERTA ,036 02 14,,,UND,1,
,OCMER,82,ROTOR COMPLETO DE 8 LT,036 04 03,,,UND,1,PISO
,OCMER,83,UNIDAD DE DOSIFICACION  ADITIVO COMPLETA,012 01 01,,,UND,0,
,OCMER,84,DISPLAY ASCON KM1 LCRR D,,,,UND,2,B
,OCMER,85,CABEZAL DE PROYECCION 036 60MM,36,,,UND,4,
RIMEA,RIMEA 1.5 YD3,1,FILTRO HIDRAULICO ,,4209211,,UND,1,B
RIMEA,RIMEA 1.5 YD3,3,FILTRO DE AIRE PRIMARIO (ANTIGUO),,P318724,,UND,6,
RIMEA,RIMEA 1.5 YD3 / DUMPER RUK 205,4,FILTRO SEPARADOR DE AGUA ,,1002301,,UND,1,B
RIMEA,RIMEA 1.5 YD3 / DUMPER RUK 205,5,FILTRO DE ACEITE MOTOR,,JX0810,,UND,1,B
RIMEA,SCOOPTRAMP RIMEA RWJ202,6,FILTRO DIESEL Y ACEITE ,,51005200,,UND,2,B
RIMEA,"SCOOP 2,5 YD3",7,FILTRO DE RETORNO HIDRAULICO,,510001000K,,UND,2,B
RIMEA,DUMPER RUK 205,8,FILTRO PRIMARIO SECUNDARIO,,AF26397,,UND,2,
RIMEA,RIMEA 1.5 YD3,9,FILTRO DE AIRE SECUNDARIO(ANTIGUO),,22000301,,UND,9,B
RIMEA,,10,FILTRO DE ACEITE HIDRAULICO ,,GP300X10Q2,,UND,1,B
RIMEA,DUMPER RUK 205,12,FILTRO HIDRAULICO DE TRANSMISION ,,,,UND,0,
RIMEA,DUMPER RUK 205,13,FILTRO DE COMBUSTIBLE MOTOR,,2002301,,UND,0,
RIMEA,,14,FILTRO DE COMBUSTIBLE ,,FS36226,,UND,0,
RIMEA,RIMEA 1.5 YD3,15,KIT DE FILTRO PRIMARIO Y SECUNDARIO,,AA90145,,UND,0,
RIMEA,,16,ELEMENTO FILTRANTE DE ALTA PRESION ,,51007600,,UND,7,B
RIMEA,SCOOPTRAMP RIMEA RWJ202,17,KIT DE REPARACION DE CILINDRO DE PUNTA,,51007800,,UND,1,B
RIMEA,SCOOPTRAMP RIMEA RWJ202,18,KIT DE REPARACION DE CILINDRO DE DIRECCION ,,51008000,,UND,1,B
RIMEA,SCOOPTRAMP RIMEA RWJ202,19,KIT DE REPARACION DE CILINDRO DE ELEVACION ,,51007900,,UND,1,B
RIMEA,DUMPER RUK 205,20,KIT DE SELLOS CIL. HIDRAULICO DIRECCION,,5200100K,,UND,2,B
RIMEA,DUMPER RUK 205,21,KIT DE SELLOS CIL HIDRAULICO DE TOLVA,,5200200K,,UND,2,B
RIMEA,,22,FAROS,,12001500,,UND,2,B
RIMEA,RIMEA 1.5 YD3,23,YUGO DE CARDAN MUESTRA,,,,UND,4,B
RIMEA,SCOOPTRAMP RIMEA RWJ202,24,CINTURON GENERADOR,,22005800,,UND,3,B
RIMEA,DUMPER RUK 205,25,RODAMIENTO,,63000810K,,UND,1,B
RIMEA,DUMPER RUK 205,26,EJE DE TRANSMISION EJE DELANTERO,,,,UND,1,PISO
RIMEA,RWJ 202 SERIE 210015,27,PALANCA DE CONTROL MARCHAS,,,,UND,1,B
RIMEA,RWJ 202 SERIE 210015,28,BOBINA Y SPOOL DE CAJA DE TRANSMISIÓN,,61001000K,,UND,2,B
RIMEA,RIMEA 1.5 YD3,29,FAJA ALTERNADOR ,,23000400,,UND,1,B
RIMEA,RWJ 202 SERIE 210015,30,ENFRIADOR DE ACEITE HIDRÁULICO,,,,UND,1,AFUERA
RIMEA,DUMPER RUK 205,31,TURBO,,,,UND,1,B
RIMEA,DUMPER RUK 205,32,JUEGO DE INYECTORES,,,,UND,0,
RIMEA,DUMPER RUK 205,33,TERMOSTATO PARA MOTOR DIESEL,,,,UND,0,
RIMEA,RWJ 202 SERIE 210015,34,BOMBA CON BOBINA,,,,UND,0,
RIMEA,,35,JUEGO DE FILTRO,,AF26614,,UND,6,B
RIMEA,BOLTER 99,36,FILTRO SEPARADOR,,FS19734,,UND,3,B
MOTOR DEUTZ, MOTOR DIESEL BF6L914,1,MANGUITO ENCHUFABLE,0110 0554,,,UND,4,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,2,MANGUITO ENCHUFABLE,1104989,,,UND,2,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,3,LLAVE EN T ,0111  0399,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,4,LÁMPARA INCANDESCENTE,112423,,,UND,6,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,5,LÁMPARA INCANDESCENTE,1121434,,,UND,8,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,6,MANGUITO ENCHUFABLE,0113 6557 ,,,UND,2,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,7,PERNO EXAGONAL,0114 8458,,,UND,3,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,8,TUERCA EXAGONAL ,0114 9233,,,UND,3,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,9,MANGA DE GOMA,0116 5402,,,UND,2,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,10,BARRA EN T DESLIZANTE,1165896,,,UND,2,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,11,CONTADOR DE HORAS TRANSCURRIDAS,0117 3730,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,12,CLIP DE MANGUERA,1173940,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,13,CLIP DE MANGUERA,0117 3964,,,UND,7,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,14,LUZ DE SEÑAL,0117 6454,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,15,LUZ DE SEÑAL,1176456,,,UND,2,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,16,PERNO ESPARRAGO,0118 0980,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,17,MANGA  ,0118 1659,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,18,LIMPIADOR DE AIRE,0118 1863,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,19,INTERRUPTOR DE INICIO PREVIO ,1182528,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,20,LLAVE DE CONTACTO ,0118 2529,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,21,INDICADOR DE TEMPERATURA,0118 2569,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,22,INDICADOR DE TEMPERATURA,0118 2576,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,23,INDICADOR DE PRESION,0118 2581,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,24,ANILLO ADAPTADOR,1182849,,,UND,3,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,25,KIT DE HERRAMIENTAS,0210 2613,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,26,WACHA PLATA,0216 2026,,,UND,6,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,27,REDUCTOR,0216 8353,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,28,COLECTOR,0224 2416,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,29,PLUG,0224 5054,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,30,ANILLO DE SELLADO ,0242 0249,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,31,INDICADOR DE MANTENIMIENTO ,0242 7063,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,32,BRIDA DE 3 ORIFICIOS ,0336 0673,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,33,COLECTOR,0415 9696,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,34,EMPAQUETADOR,4183515,,,UND,2,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,35,CONECTOR DE ENCHUFE ,4214277,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,36,RELAY,0421 9245,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,37,ARANDELA DE SELLADO,0423 2617,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,38,ENCHUFE DE ACCESORIO,0423 6126,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,39,ENCHUFE DE ACCESORIO,0423 6127 ,,,UND,1,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,40,ESPACIADOR,0425 9428,,,UND,6,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,41,INSTRUCCIONES DE FUNCIONAMIENTO,0575-8233,,,UND,0,
MOTOR DEUTZ, MOTOR DIESEL BF6L914,42,PLUG,0117 4457,,,UND,0,
SANDVIK,JUMBO DD210,1,FILTRO HIDRAULICO ,,HF28804,,UND,1,A
SANDVIK,JUMBO DD210,2,FILTRO DE AIRE PRIMARIO COMPRESOR ,,C11100,,UND,0,
SANDVIK,JUMBO DD210,3,FILTRO DE AIRE PRIMARIO COMPRESOR ,,SJA100/1,,UND,0,
SANDVIK,JUMBO DD210,4,FILTRO HIDRAULCO DE BOMBA TRANSMISION,,P164375,,UND,0,
SANDVIK,SMALL BOLTER / JUMBO DD210 ,5,FILTRO DE AIRE PRIMARIO MOTOR ,,AF25557/ARS8889,,UND,2,A
SANDVIK,JUMBO DD210/BOLTER,6,FILTRO SEPARADOR DE ACEITE  COMPRESOR,,BG0032824,,UND,1,A
SANDVIK,DD210/BOLTER,7,FILTRO DE ACEITE DE COMPRESORA,,BG00323815,,UND,1,
SANDVIK,SMALL BOLTER / JUMBO DD210 ,8,FILTRO DE AIRE SECUNDARIO MOTOR,,AF25558,,UND,4,
SANDVIK,DD210/BOLTER,9,FILTRO HIDRAULICO,,HF28858,,UND,3,
SANDVIK,JUMBO DD210,10,FILTRO ALTA PRESION,,HF30747,,UND,0,
SANDVIK,JUMBO DD210,11,FILTRO DE AIRE COMPRESOR ,,ARS1110,,UND,0,
SANDVIK,DD210,12,FILTRO HIDRAULICO,,P763185,,UND,1,A
SANDVIK,DS311,13,KIT DE SELLOS CILINRO TEMPLADOR CABLE,,BT00002943,,UND,1,A
SANDVIK,JUMBO DD210,14,KIT DE SELLOS CILINDRO EXTENSION GATAS,,,,UND,2,A
SANDVIK,JUMBO DD210,15,KIT DE SELLOS CILINDRO DE AVANCE,,,,UND,2,A
SANDVIK,JUMBO DD210,16,KIT DE SELLOS GATA POSTERIOR,,,,UND,1,A
SANDVIK,JUMBO DD210,17,PRESURE RELIEF VALVE ,88655169, RV10 -26A-0-N-04,,UND,1,A
SANDVIK,JUMBO DD210,18,VALVULA REGULADORA DE PRESION ,,,,UND,1,A
SANDVIK,JUMBO DD210,19,VALVULAS DOBLE CHECK,,,,UND,4,A
SANDVIK,JUMBO DD210,20,CANDADO PARA CADENA DEL CABLE REEL,,,,UND,1,A
SANDVIK,,21,SHANK  THRUST,86334125,,,UND,1,A
SANDVIK,,22,BROCA 51,,,,UND,1,
SANDVIK,JUMBO DD210,23,MOTOR HIDROSTATICO,,,,UND,1,ALMACEN 1 -PISO
SANDVIK,RD314,24,CHUCK DE PERFORADORA ,,,,UND,1,PISO
SANDVIK,DD210,25,BOMBA HIDRAULICA TRIPLE,,,,UND,1,PISO
SANDVIK,DD321,26,RODAJE DE VIGA ,,,,UND,2,A
SANDVIK,DD210,27,BOMBA DE AGUA ,,,,UND,0,PISO
SANDVIK,DD321,28,CABLE DE VIGA DE BRAZO,,,,UND,2,
SANDVIK,DD311,29,BOMBA DE PERFORACION,,,,UND,0,
SANDVIK,DD311,30,,,,,UND,2,PISO
SANDVIK,JUMBO DD210,31,FILTRO DE ACEITE DE COMPRESORA,BG00208795,,,UND,1,A
SANDVIK,JUMBO DD210 - TALLER,32,FILTRO HIDRAULICO ELEMENTO,,937981Q,,UND,1,A
SANDVIK,,33,DIAPHRAGM,9260298,,,UND,2,A
SANDVIK,JUMBO DD321,34,FAJA PARA COMPRESOR DE AIRE ,,,,UND,2,A
SANDVIK,DD210,35,BOMBA HIDROSTATICA,,,,UND,1,PISO
JUMBO DD320-DD321,DD320 DD321,1,FILTRO DE COMBUSTIBLE SECUNDARIO  ,BG01457356,,,UND,22,A
JUMBO DD320-DD321,DD320 - DD321,2,DEF TANK FILTER    ,BG 006 462 44,,,UND,8,A
JUMBO DD320-DD321,DD320 - DD321,3,FILTRO DE ACEITE DE TRANSMISION    ,77794282,,,UND,1,A
JUMBO DD320-DD321,DD320 DD321,2,FILTRO SEPARADOR DE AGUA      ,55037833,,,UND,10,A
JUMBO DD320-DD321,DD320S,3,FILTRO DE AIRE SECUNDARIO COMPRESOR ,55071791/P780018,,,UND,1,A
JUMBO DD320-DD321,DD320 - DD321,4,FILTRO DE ADMISION DE AIRE PRIMARIO   ,55193392,,,UND,16,F
JUMBO DD320-DD321,DD320 - DD321,3,FILTRO DE ADMISION DE AIRE SECUNDARIO    ,55200152,,,UND,7,F
JUMBO DD320-DD321,DD320 - DD321,4,FILTRO DE ACEITE ,BG00323815,,,UND,3,A
JUMBO DD320-DD321,DD320S,5,FILTRO DE AIRE PRIMARIO ,55071773(P778979),,,UND,1,A
JUMBO DD320-DD321,DD321,4, FILTRO DE ACEITE COMPRESOR,55071761,,,UND,10,A
JUMBO DD320-DD321,DD321,5,FILTRO COLADOR DE CAÑERIA DE ACEITE ,85588619,,,UND,1,D
JUMBO DD320-DD321,DD321,6,FILTRO SECADOR,88321789,,,UND,1,A
JUMBO DD320-DD321,DD320 - DD321,5,FILTRO SEPARADOR DE AGUA DE COMBUSTIBLE   , BG 003 594 90    ,,,UND,5,A
JUMBO DD320-DD321,DD320 - DD321,6,FILTRO DE ACEITE DE MOTOR    ,552 173 23       ,,,UND,15,A
JUMBO DD320-DD321,DD320 - DD321,7,FILTRO DE COMBUSTIBLE          ,BG 014 573 56  ,,,UND,22,A
JUMBO DD320-DD321,DD320 - DD321,6,UREA FILTER    ,BG 006 084 73       ,,,UND,8,A
JUMBO DD320-DD321,DD320 - DD321,7,FILTRO DE RETORNO TANQUE HIDRAULICO  ,  BG00630940,,,UND,7,G
JUMBO DD320-DD321,DD320 - DD321,8,"VALVE, SPOOL, DIRECTIONAL    BG01317517", BG01317517,,,UND,2,B
JUMBO DD320-DD321,DD320 DD321,7,"VALVE, PRESSURE RELIEF    88544409",88544409,,,UND,1,B
JUMBO DD320-DD321,DD320 DD321,8,"VALVE, SPOOL, DIRECTIONAL    77007557",77007557,,,UND,1,B
JUMBO DD320-DD321,DD320 DD321,9,"VALVE, SPOOL, DIRECTIONAL    77007558",77007558,,,UND,2,B
JUMBO DD320-DD321,DD320 DD321,8,"VALVE, PRESSURE RELIEF  BG00771980",BG00771980,,,UND,1,B
JUMBO DD320-DD321,DD320 - DD321,9,VALVE PRESSURE RELIEF   88110859,88110859,,,UND,2,B
